"inc_number","inc_assignment_group","inc_opened_at","inc_cmdb_ci","inc_short_description","taskslatable_has_breached","inc_u_escalation_reason"
"INC0826418","SC_ALL_L2_WKS","12/11/2025 12:20:20","Powerpoint 365","Think-Cell - Update or license renewal -Mise à jour ou renouvellement de licence","false","Assigned for Resolution"
"INC0746995","SC_ALL_L2_WKS","07/03/2025 17:55:10","Adobe CCE","Adobe Suite blocked","false","Assigned for Resolution"
"INC0841850","SC_ALL_L2_GAM","05/01/2026 08:07:30","Windows Account","Le compte de l'utilisateur est verrouiller ","false","Assigned for Resolution"
"INC0776373","SC_ALL_L2_WKS","04/06/2025 17:06:19","Office Timeline","Saclay - Timeline office  pro- ask to update the last version","false","Assigned for Resolution"
"INC0725310","SC_ALL_L2_GAM","06/01/2025 13:49:24","Windows Account","WFH- Windows account - compte bloqué","false","Assigned for Resolution"
"INC0858038","SC_ALL_L2_WKS","16/02/2026 10:56:54","Office Timeline","[ pending licence timeline ] installation ","false",""
"INC0822321","SC_ALL_L1_SDK","30/10/2025 08:56:12","VPN Check Point","Saclay - Surval - Service desk live chat now available - Chat maintenant disponible","false","Assigned for Resolution"
"INC0845185","SC_ALL_L1_SDK","13/01/2026 11:28:38","Windows Workstation","Les fenêtres sont fermées pouvez-vous réinitialiser le système pour pouvoir augmenter la température - Merci","false","Assigned for Resolution"
"INC0758583","SC_ALL_L2_WKS","10/04/2025 14:43:49","PERISCOPE","[PERISCOPE] - Package Name information","false","Assigned for Resolution"
"INC0844733","SC_ALL_L2_WKS","12/01/2026 12:08:35","Windows Workstation","installation - pilote imprimante epson","false","Assigned for Resolution"
"INC0863862","SC_ALL_L2_GAM","03/03/2026 09:52:30","Exchange","RITM0437019 / RITM0437334 / RITM0437018 -> les adresses mails ne fonctionne pas","false","Assigned for Resolution"
"INC0822078","SC_ALL_L2_GAM","29/10/2025 13:48:26","Exchange","Adresse mail Virginie GILOT (ex PERINET)","false","Assigned for Resolution"
"INC0875443","SC_ALL_L2_WKS","31/03/2026 19:16:10","Windows Workstation","The request RITM0444640 cretead to install ComponentOne was closed but it's still not installed","false","Assigned for Resolution"
"INC0768178","SC_ALL_L2_WKS","12/05/2025 10:02:40","Powerpoint 365","Think-Cell - installation","false",""
"INC0753624","SC_ALL_L2_WKS","27/03/2025 13:35:35","Windows","Software request- I need to request software installation.","false","Assigned for Resolution"
"INC0743035","SC_ALL_L1_SDK","25/02/2025 07:22:41","Windows Account","[PR] Bolbec - windows - compte verrouiller ( récurrent ) ","false","Assigned for Resolution"
"INC0795081","SC_ALL_L2_WKS","04/08/2025 13:07:28","Windows Workstation","Please push this package "" Molecular-Devices_SoftMax-Pro_7.3.1_X64_EN_R01 "" into EMVDTCSAPP1-091","false",""
"INC0852615","SC_ALL_L2_WKS","03/02/2026 15:00:06","PRISM_GRAPHPAD","Pb de déploiement de l'application PRISM GRAPHPAD","false","Incorrect Assignment"
"INC0841457","SC_ALL_L2_WKS","31/12/2025 12:29:23","Windows Workstation","Kindly share admin credentials for EMVDPMXMOD1-006 as we have to install one application Pk-Sim-MoBi for testing.","false",""
"INC0793156","SC_ALL_L2_GAM","28/07/2025 10:01:06","Authentification","CB  Admop Password Reset","false",""
"INC0879549","SC_ALL_L2_WKS","13/04/2026 10:31:19","POWER BI","Demande d'installation de Power BI sur le PC - Power BI Installation request","false","Assigned for Resolution"
"INC0810875","SC_ALL_L2_WKS","25/09/2025 09:00:23","Scopia","My ADMOP account password got expired","false","Assigned for Resolution"
"INC0859293","SC_ALL_L1_SDK","18/02/2026 14:28:49","Windows Account","Mon compte se verrouille sans cesse, plusieurs fois par jours. Non je ne suis pas connecté sur plein d'autre appareil, juste 1 all in one et pc perso.","false","Assigned for Resolution"
"INC0767595","SC_ALL_L2_WKS","08/05/2025 10:18:30","Adobe Acrobat","adobe install don't lunch","false",""
"INC0780738","SC_ALL_L2_WKS","19/06/2025 10:05:37","Adobe Acrobat","REBOTIER - ADOBE - Windows 11","false","Incorrect Assignment"
"INC0874734","SC_ALL_L2_WKS","30/03/2026 13:30:34","ThinkCell","Think-Cell - Update or license renewal -Mise à jour ou renouvellement de licence","false","Assigned for Resolution"
"INC0831960","SC_ALL_L2_GAM","28/11/2025 13:17:53","Windows Account","TOSSA - retrait de la licence ","false","Assigned for Resolution"
"INC0766261","SC_ALL_L2_GAM","05/05/2025 10:01:55","Windows Account","WFH - Windows account - disabled ","false","Assigned for Resolution"
"INC0817387","SC_ALL_L2_WKS","14/10/2025 17:15:15","AnyDesk","AnyDesk - Unavailable on the laptop","false","Assigned for Resolution"
"INC0802737","SC_ALL_L2_GAM","01/09/2025 11:28:53","Windows Account","Urgent : Réinitialisation mot de passe pour ""laetitia.aknouche.part@servier.com""","false","Assigned for Resolution"
"INC0789805","SC_ALL_L1_SDK","16/07/2025 19:56:18","Windows Account","US2 - Windows account - account disabled","false","Assigned for Resolution"
"INC0812811","SC_ALL_L2_WKS","01/10/2025 10:35:57","Windows Workstation","instalaltion du logicel ","false",""
"INC0871756","SC_ALL_L2_WKS","23/03/2026 09:09:43","Windows Workstation","l'outil capture d'écran  ( snipping tool ) ne fonctionne pas sur mon nouveau poste W11: il a donc été été désinstallé par le PROXYBar ","false","Assigned for Resolution"
"INC0852200","SC_ALL_L2_GAM","02/02/2026 18:45:48","Windows Account","WFH - Windows Account - disabled ","false","Assigned for Resolution"
"INC0880230","SC_ALL_L2_WKS","14/04/2026 13:52:08","ThinkCell","Think-Cell - Update or license renewal -Mise à jour ou renouvellement de licence","false","Assigned for Resolution"
"INC0733632","SC_ALL_L2_GAM","28/01/2025 15:03:07","Visio 365","Got a Visio license, but the app still asks for it","false","Assigned for Resolution"
"INC0873711","SC_ALL_L2_WKS","26/03/2026 14:23:58","Microsoft 365 mobile apps","Think-Cell - Update or license renewal -Mise à jour ou renouvellement de licence","false",""
"INC0770423","SC_ALL_L2_GAM","19/05/2025 09:52:07","Ansible tower","Liste non ajoutée au visa demandé","false","Assigned for Resolution"
"INC0804599","SC_ALL_L2_WKS","05/09/2025 14:17:33","Windows Workstation","Merci de m'installer ""Lightshot"" pour capture écran","false","Assigned for Resolution"
"INC0781723","SC_ALL_L1_SDK","23/06/2025 09:29:09","Printing MFP","Bonjour je veux imprimer des documents via l'appli XEROX mais je n'ai pas accès à l'appli. ","false","Assigned for Resolution"
"INC0814801","SC_ALL_L2_GAM","07/10/2025 13:26:50","Windows Account","BETOULE - réactivation du compte","false","Assigned for Resolution"
"INC0864321","SC_ALL_L1_SDK","03/03/2026 20:29:56","VPN Check Point","lorsque je veux me connecter via le VPN de mon domicile, un message apparait m'indiquant que la connexion n'est pas sécurisée","false","Insufficient Informations"
"INC0862749","SC_ALL_L2_GAM","27/02/2026 12:26:02","Ansible tower","Error on Ansible Workflow 337656 : job [CLOUD-AD-PRD] AD Group Management (WFL)","false","Assigned for Resolution"
"INC0845566","SC_ALL_L1_SDK","14/01/2026 09:24:31","cb042816","Port USB ne fonctionne plus","false","Assigned for Resolution"
"INC0844609","SC_ALL_L2_GAM","12/01/2026 10:09:18","Windows Account","Compte désactivé","false",""
"INC0873090","SC_ALL_L2_WKS","25/03/2026 11:42:03","Excel 365","Think-Cell - Update or license renewal -Mise à jour ou renouvellement de licence","false","Assigned for Resolution"
"INC0842694","SC_ALL_L2_GAM","06/01/2026 10:41:13","Windows Account","WFH - Windows Account - account disabled","false","Assigned for Resolution"
"INC0724579","SC_ALL_L2_GAM","03/01/2025 10:00:38","Autres","ADMOPAS14","false","Assigned for Resolution"
"INC0747372","SC_ALL_L2_WKS","10/03/2025 10:55:14","Adobe CCE","Maud BOURZEIX - Adobe - impossible d'accéder à l'application","false","Assigned for Resolution"
"INC0862398","SC_ALL_L2_WKS","26/02/2026 16:54:44","Office Timeline","pas offiche timeline suite migration  ","false","Assigned for Resolution"
"INC0738103","SC_ALL_L2_WKS","11/02/2025 09:06:03","Windows Workstation","demande d'installation d'une nouvelle version de Dynochem sur le PC virtuel","false","Assigned for Resolution"
"INC0883090","SC_ALL_L2_GAM","21/04/2026 16:25:27","Windows Account","Invalid email address","false","Assigned for Resolution"
"INC0848819","SC_ALL_L2_GAM","23/01/2026 07:43:07","Planner 365","(En attente licence) Project reste vierge lors du chargement d'un fichier .CSV sans message d'erreur","false","Assigned for Resolution"
"INC0736190","SC_ALL_L2_WKS","05/02/2025 10:36:12","Adobe Acrobat","Gidy - Share learning ","false","Assigned for Resolution"
"INC0743745","SC_ALL_L2_WKS","26/02/2025 15:13:46","Windows Workstation","I want to install the software but it is not in the list","false","Assigned for Resolution"
"INC0863408","SC_ALL_L1_SDK","02/03/2026 11:18:02","Network Drive","SACLAY- network drive - no access to H","false","Assigned for Resolution"
"INC0883388","SC_ALL_L2_WKS","22/04/2026 11:41:24","Windows Workstation","surval-on site-Installation de Crystal Reports-pour générer les rapports CB043562","false","Assigned for Resolution"
"INC0862639","SC_ALL_L2_WKS","27/02/2026 09:44:06","Scopia","My ADMOP account password got expired","false",""
"INC0878868","SC_ALL_L2_WKS","10/04/2026 08:30:36","POWER BI","Impossible d'installer Power BI desktop depuis le portail d'entreprise","false","Assigned for Resolution"
"INC0880515","SC_ALL_L2_WKS","15/04/2026 09:45:02","Office Timeline","[Timeline update]Il semblerait que la mise à jour ne se soit pas effectuée correctement","false","Assigned for Resolution"
"INC0765012","SC_ALL_L2_WKS","29/04/2025 15:23:33","Powerpoint 365","[Office timeline]","false","Assigned for Resolution"
"INC0826982","SC_ALL_L2_WKS","13/11/2025 17:41:42","Windows Workstation","Incident INC0815417 non solutionné pas d'application NAVISWORK installée","false","Assigned for Resolution"
"INC0809088","SC_ALL_L2_WKS","19/09/2025 14:13:06","WEBSOP","Accès Websop ne fonctione pas","true","Assigned for Resolution"
"INC0881528","SC_ALL_L2_WKS","17/04/2026 10:58:21","ThinkCell","Think-Cell - license renewal","false","Assigned for Resolution"
"INC0830219","SC_ALL_L2_WKS","24/11/2025 11:48:53","PULL PRINTING FRANCE","Je n'arrive pas à installer l'imprimante Konica sur mon PC Servier","false","Assigned for Resolution"
"INC0764591","SC_ALL_L2_WKS","28/04/2025 16:22:13","Windows Workstation","[softwware request ] Saclay -    Loupe Browser 8.1.2 - installer - ","false","Assigned for Resolution"
"INC0784454","SC_ALL_L2_WKS","30/06/2025 12:47:08","Windows Workstation","Kindly provide temporary admin credentials to the VDI: EMVDTCSRBI1-061 for doing testing.","false","Assigned for Resolution"
"INC0866727","SC_ALL_L2_WKS","10/03/2026 10:34:48","think-cell","Think-Cell - Update or license renewal -Mise à jour ou renouvellement de licence","false",""
"INC0782986","SC_ALL_L2_WKS","25/06/2025 14:49:39","Windows 11","Install Microsoft Visual C++ 2015 – 2022 Redistributable x64 and x86 on laptop FR501901","false","Assigned for Resolution"
"INC0742234","SC_ALL_L2_WKS","21/02/2025 15:19:15","NextGen","WFH- Articulate360- complete installation ","false","Assigned for Resolution"
"INC0740251","SC_ALL_L2_WKS","17/02/2025 15:09:26","Adobe Acrobat","Since I did the update of adob, I always have this white screen when I try to log in the app.","false","Assigned for Resolution"
"INC0872071","SC_ALL_L1_SDK","23/03/2026 14:29:13","Windows Account","WFH - Windows Account- could not access to VDI","false","Assigned for Resolution"
"INC0875662","SC_ALL_L2_WKS","01/04/2026 10:17:30","ThinkCell","ThinkCell update failing ","false","Assigned for Resolution"
"INC0848821","SC_ALL_L2_GAM","23/01/2026 07:47:05","Planner 365"," Project reste vide après le chargement d'un fichier .CSV","false","Assigned for Resolution"
"INC0739171","SC_ALL_L2_WKS","13/02/2025 15:11:12","ePaper","Suite à la désinstallation du logiciel Epaperr, merci de le réinstaller, car celui çi est bcp plus pratique et rapide que de passer p","false","Assigned for Resolution"
"INC0848723","SC_ALL_L2_WKS","22/01/2026 17:00:56","DOCKER","WFH-Docker-user wants to install docker due to her migration to W11","false","Assigned for Resolution"
"INC0854527","SC_ALL_L2_GAM","09/02/2026 10:51:36","Printing MFP","impossible de scanner ","false","Assigned for Resolution"
"INC0757895","SC_ALL_L2_WKS","09/04/2025 10:06:49","Windows Workstation","Surval - Thinkcell - Renouvellement de la clé ","false","Assigned for Resolution"
"INC0768454","SC_ALL_L2_WKS","12/05/2025 17:53:07","Windows Workstation","WFH- Windows workstation - User needs to install zotero ","false","Assigned for Resolution"
"INC0882990","SC_ALL_L2_GAM","21/04/2026 13:53:46","Windows Account","Pourriez vous s'il vous plait réactiver le compte de Loic FERREIRA","false","Assigned for Resolution"
"INC0832534","SC_ALL_L1_SDK","01/12/2025 13:50:03","Windows Workstation","gidy_Windows Workstation_erreur d'exécution de l'agent ","false","Insufficient Informations"
"INC0802059","SC_ALL_L2_WKS","28/08/2025 17:25:53","FlowJo","[FlowJO-JAVA]WFH - Flowjo - The user is unable to access to FlowJo","false","Assigned for Resolution"
"INC0817260","SC_ALL_L2_WKS","14/10/2025 13:32:16","Windows Workstation","Please push Qiagen_OmicSoft-Studio_12.6.0.26_EN_X64_R01 into "" OR201475 "" to test the Application for TMARTXM-4791","false",""
"INC0730776","SC_ALL_L1_SDK","21/01/2025 09:01:39","InPULSE"," DIANE  request number- 3339530 was accepted still I am not able to access inpluse application","false","Assigned for Resolution"
"INC0741871","SC_ALL_L2_WKS","20/02/2025 16:44:28","Adobe Acrobat","Ouverture PDF impossible","false","Assigned for Resolution"
"INC0845861","SC_ALL_L2_WKS","14/01/2026 16:03:13","Windows Workstation","Saclay - Windows 11 -Wants to install smoldym","false","Assigned for Resolution"
"INC0859668","SC_ALL_L1_SDK","19/02/2026 10:49:01","WEBSOP","Depuis mon passage à Windows 11, je n'ai plus accès à Websop, introuvable dans Citrix, alors que j'y accédais via la version web sous Windows 10.","false","Assigned for Resolution"
"INC0746953","SC_ALL_L2_WKS","07/03/2025 16:10:01","Adobe CCE","Need to re-access Adobe CC (particularly express)","false","Assigned for Resolution"
"INC0757922","SC_ALL_L2_GAM","09/04/2025 10:44:59","Windows Account","CLEMENT - Windows Account - Compte désactivé ","false","Assigned for Resolution"
"INC0876135","SC_ALL_L1_SDK","02/04/2026 09:39:26","Windows","Please unlock my ADMOP account (ADMOPHASA)","false","Assigned for Resolution"
"INC0813165","SC_ALL_L2_GAM","02/10/2025 06:23:13","Sh@re 2","New Dedicated request forms for specific office applications/Formulaires dédiés pour certaines appli","false","Assigned for Resolution"
"INC0740706","SC_ALL_L2_GAM","18/02/2025 13:03:42","NextGen","No possibility to use MS Project even if the user was added to the proper group","false","Assigned for Resolution"
"INC0757779","SC_ALL_L2_WKS","08/04/2025 23:30:33","Windows 11","W11 -  Unable to log in to Adobe Acrobat","false","Assigned for Resolution"
"INC0850469","SC_ALL_L2_WKS","28/01/2026 11:01:34","think-cell","Think-Cell - Update or license renewal -Mise à jour ou renouvellement de licence","false",""
"INC0880232","SC_ALL_L2_WKS","14/04/2026 13:53:37","Windows Workstation","besoin d'un compte admin pour installer un composant sur visual studio ","false","Assigned for Resolution"
"INC0783960","SC_ALL_L1_SDK","27/06/2025 15:39:06","Windows Workstation","EE home broadband intermittent connection","false","Assigned for Resolution"
"INC0736606","SC_ALL_L2_GAM","05/02/2025 12:35:04","Sh@re 2","16042 - Display name in Active directory CHANGED?","false","Incorrect Assignment"
"INC0844099","SC_ALL_L2_WKS","09/01/2026 11:44:05","AnyDesk","I need to change my alias so I could support Baltic user in Baltics, we use LT1 and I need .lt1 Tech support alias","false",""
"INC0754352","SC_ALL_L2_GAM","31/03/2025 08:48:40","Windows Account","Le compte de l'utilisateur est désactivé.","false","Assigned for Resolution"
"INC0763159","SC_ALL_L1_SDK","24/04/2025 08:27:31","Powerpoint 365","License Issue","false","Assigned for Resolution"
"INC0782488","SC_ALL_L2_WKS","24/06/2025 16:01:53","Windows Workstation","XProtect! - wfhy_Windows Workstation_installation de Milestone","false","Assigned for Resolution"
"INC0771809","SC_ALL_L2_GAM","22/05/2025 11:20:34","Windows Account","Need list of users for attached AD groups","false","Assigned for Resolution"
"INC0875873","SC_ALL_L2_WKS","01/04/2026 15:59:18","Windows Workstation","Kindly provide temporary credentials for PC:FR500229 as we have to perform installation of ACDLABS for testing of new version v2025","false",""
